timestamp,slice_id,node_id,node_type,fault_type,source,cpu,memory,latency_ms,packet_loss,throughput_mbps,prb_utilization,fault_label
2026-05-10T10:37:00+00:00,slice_1,upf_3,UPF,,copulagan_fallback_stress,41.15074,63.00033,7.31,3e-05,114.82932,0.21239,0
2026-05-10T10:38:00+00:00,slice_1,gnb_1,gNB,vnf_degradation,copulagan_fallback_stress,99,86.4133,52.83593,6e-05,305.22624,0.60679,1
2026-05-10T10:39:00+00:00,slice_1,gnb_1,gNB,congestion,copulagan_fallback_stress,96.0319,71.39674,57.72311,0.14725,116.32359,1,1
2026-05-10T10:40:00+00:00,slice_1,app_1,UPF,vnf_degradation,copulagan_fallback_stress,74.73902,78.61497,65.20492,7e-05,150.42772,0.80112,1
2026-05-10T10:41:00+00:00,slice_1,upf_2,Router,,copulagan_fallback_stress,55.65102,39.97301,15.06266,0.00585,472.21408,0.29615,0
2026-05-10T10:42:00+00:00,slice_1,router_1,gNB,,copulagan_fallback_stress,40.35961,64.48791,32.91497,3e-05,780.34464,0.07537,0
2026-05-10T10:43:00+00:00,slice_3,gnb_1,UPF,,copulagan_fallback_stress,57.95606,68.69802,35.83426,3e-05,405.99341,0.21693,0
2026-05-10T10:44:00+00:00,slice_3,gnb_1,UPF,packet_loss,copulagan_fallback_stress,66.72464,75.82595,44.11484,0.00012,28.98666,1,1
2026-05-10T10:45:00+00:00,slice_3,upf_1,gNB,congestion,copulagan_fallback_stress,55.18172,99,61.82364,0.01553,0.0,0.76368,1
2026-05-10T10:46:00+00:00,slice_1,router_1,gNB,,copulagan_fallback_stress,68.46018,44.1541,43.41559,3e-05,348.48262,0.34372,0
2026-05-10T10:47:00+00:00,slice_2,app_1,Router,packet_loss,copulagan_fallback_stress,78.16588,67.23213,18.2053,0.00243,178.02193,0.51938,1
2026-05-10T10:48:00+00:00,slice_1,upf_3,gNB,,copulagan_fallback_stress,62.6984,45.73012,10.40565,3e-05,640.19838,0.47868,0
2026-05-10T10:49:00+00:00,slice_2,gnb_3,UPF,,copulagan_fallback_stress,53.94253,49.60069,7.31,3e-05,75.75792,0.18103,0
2026-05-10T10:50:00+00:00,slice_1,gnb_1,Service,latency_spike,copulagan_fallback_stress,84.60951,82.68087,13.45228,0.04137,114.48997,1,1
2026-05-10T10:51:00+00:00,slice_2,gnb_2,UPF,,copulagan_fallback_stress,48.22905,51.27394,18.17431,3e-05,738.84102,0.49073,0
2026-05-10T10:52:00+00:00,slice_2,gnb_1,UPF,,copulagan_fallback_stress,44.38236,50.16936,28.29634,0.06043,390.29087,0.19572,0
2026-05-10T10:53:00+00:00,slice_1,upf_3,gNB,,copulagan_fallback_stress,39.22966,56.84286,51.32626,0.03405,533.29418,0.38717,0
2026-05-10T10:54:00+00:00,slice_2,app_1,Service,,copulagan_fallback_stress,71.74985,55.08884,43.57096,0.00804,481.48246,0.20918,0
